Categorie;Email
Openbare Ruimte;Ik meldde recent  (MORA-0323770) een bouwcontainer die het hele voetpad ter hoogte van Prinsengracht 691 verspert.<br /><br />Als antwoord kreeg ik dat de plaatsing van die container in overeenstemming met de vergunning is.<br /><br />Het verbaast mij erg dat de gemeente dus kennelijk willens en wetens deze  gevaarlijke situatie heeft goedgekeurd.<br /><br />Gezien de aard van de werkzaamheden (het gaat om het totaal verbouwen van een aantal panden die gebruikt werden door het Hof aan de overkant.<br /><br />Is hier werkelijk niets aan te doen? Moeten we echt wachten tot er ongelukken gebeuren?Is de vergunning echt niet terug te draaien? Aan de waterkant is ruimte genoeg voor die container. En zo erg is het toch niet om met voortschrijdend inzicht tot een afweging ten gunste van de voergangers te komen in plaats van ten gunste van de bouwers?
Belasting, Werk en Inkomen;Klacht over brug 346, Westerkeersluis over Tasmanstraat. Deze werd vanochtend in de stromende regen geopend terwijl er geen boot voorbij kwam en zeker 5 kinderen vrolijk zwaaide in het hokje. Best leuk om met kinderen de brug open te doen, mits er een boot komt en zeker niet in de stromende regen terwijl dit mij zeker 3 minuten (doorweekt op de fiets) kostte.Puur het doorgeven, dat dit niet op prijs wordt gesteld en een tientallen mensen aan beide kanten onterecht gedupeerd zijn. Niet heel erg, maar wel als je al compleet doorweekt bent en je ziet dan vrolijk zwaaiende kinderen. Ik zie er wel de humor van in, maar echt vrolijk word ik er niet van. Wacht dan even tot een boot, dan is het functioneel.
Basisinformatie;Ik wil dat Zwarte Piet zwart blijft en dat er naar de meerderheid geluisterd wordt! En anders wil ik dat de Gay Pride afgelast wordt, want daar stoor ik mij al jaren aan.Zwarte Piet, Zwarteiet laten blijven.
Belasting, Werk en Inkomen;Geen gratis waterpunt tijdens ADE in de arena mrt het AFM evenementvolgens de evenementen vergunning moeten er gratis watertap punten zijn 1 per 1500 bezoekers er waren hier over de 30000 bezoekers en geen watertap punten<br />De gemeente moet een hoge boete opleggen aan de ADE organisatie
Openbare Ruimte;Ik ben op 10-01-2015- 15.00 uur, Loket 3. bij deelraad Oost geweest voor een nieuw identiteitsbewijs, omdat ik de kaart  die nog geen jaar oud was ,verloren ben. De persoon( weet jammer geen naam) heeft mij erg geschoffeerd. Ik had een verlopen rijbewijs als legitimatie( door de Politie goedgekeurd bij aangifte)Uitzoeken wie deze meneer en hem vragen mensen op leeftijd niet meer zo te behandelen
Parkeren;Meldingen worden niet serieus genomen. Voorbeeld:Meldingen gemaakt van fietsen en auto's op de stoep rondom bredeschool de kinkerbuurt. Handhaving staan vandaag 26 november 2014 omstreeks 12.00uur  met 2 man op de hoek van de Hildebrandstraat en Borgerstraat met  handen in hun zakken en handhaven niet de fietsers die op de stoep rijden auto's die op de stoep staan. Spreken slechts enkele van deze overtreders aan.Ja, de betrokken afdeling en handhavers hierop aanspreken en desnoods disciplinair straffen
Openbare Ruimte;Dhr Heemskerk staat op dit adres ingeschreven maar woont zelf ergens anders. De buren van de Emmalaan 9 worden stelselmatig met geluidsoverlast geconfronteerd van de illegale bewoner op de bovenverdieping. Ik ben medeeigenares van dit pand en moet mr Heemskerk een bijdrage leveren aan de hypotheekkosten. Ik heb een aantal maanden geleden een melding gemaakt van dit probleem maar helaas nog niets van u vernomen. Ik wil u vragen om a.u.b actie te ondernemen zodat de woning niet nog langer in beslag wordt genomen door regelmatig andere en illegale<br /> bewoners. De woning staat al 5 jaar te koop en op deze manier is de woning ook steeds moeilijker te verkopen plus dat de omgeving meer dan alleen maar wat hinder ondervind.<br /> Mijn emailadres is : astridseiffers@hotmail.com<br /> Graag verneem ik uw reactie.<br /> Vriendelijke groet,<br /> Astrid SeiffersErvoor zorgdragen dat de illegale bewoner de woning verlaat en mr Heemskerk zich meld. Ik kan bewijzen dat meneer hier niet meer woont.
Basisinformatie;Mijn WWB aanvraag loopt al tegen 2 maanden ? ook geen duidelijkheid over terugwerkende kracht verleden.<br />Na handhaving wordt bepaald maar zit al weken op de bank zonder handhaving bezoek maar krijg geen geld?<br />Mijn aanvraag loopt vanaf 16 sep en wordt vanaf 3 Okt behandeld dus afwijzing WW niet in datum meegenomen.<br />Mijn zaak en aanvraag naar behoren behandeld,en kijkt of ik recht heb op terugwerkende kracht,en waarom ik geen voorschot krijg en mijn schulden oplopen.<br />En waarom ik wacht op een handhaving die niet komt en nu ik geen tijd meer heb om op ze te wachten in mijn kamer is dat dan mijn fout op betrekking op mijn BBW aanvraag.
Basisinformatie;Vanmiddag rond 14:30 wilde een geel busje met opschrift: Werkverkeer, pers? langs mijn auto, terwijl daar niet genoeg ruimte voor was. Hij heeft mijn zijkant geschampt, en ondanks dat wij uitstapten en naar hem riepen<wbr />/floten, reed gewoon weg! <br />Wat krassen op de lak boven mijn linker<wbr />/achterwiel.Deze persoon aanspreken op zijn asociale gedrag en dat dit toch gewoon niet acceptabel is!
Openbare Ruimte;Op de Rijnstraat nummer 109 HS zit de plein van Siena. Zij vervullen al geruime tijd de mogelijkheid voor een meditatiegroep. Op het tijdstip van 10.30-11.30 wordt dit gedaan. Juist op dit uur wordt de ronde gedaan om de containers te legen. Er wordt een dringend verzoek gedaan of de vuilnisauto een andere route mogelijkerwijs kan maken om zodoende op een ander tijdstip de bakken te kunnen legen.Eventueel route veranderen
Openbare Ruimte;In de Marnixtraat ligt veel zwerfvuil, tussen de bloemgracht en de rozengracht. Klant is van mening dat er niet genoeg aan gedaan wordt door reiniging. Los van dit eerste: Vandaag kreeg de klant te horen dat hij zijn vuilniszak weer binnen moest zetten, omdat de afvalinzameling afgelopen zaterdag vergeten was de vuilniszakken mee te nemen.Beter bijhouden van de straat
Openbare Ruimte;Onderwerp ADE. Tijdens het dockyard festival (zaterdag 18-10) heeft de festival organisatie mij niet kunnen voorzien in gratis drinkwater. Het festival was ondanks dat een groot succes voor mij.Klachten bundelen en de organisator wijzen op zijn<wbr />/haar plicht om gratis drinkwater te verschaffen.
Openbare Ruimte;Mevrouw heeft een klacht over de vuilnismannen die het vuil ophalen. De afvalzakken worden door de buren<wbr />/buurtbewoners vaak voor de deur van haar zaak gezet. De vuilniszakken worden dan ook regelmatig open gemaakt door daklozen. Vandaag is de vuilnisophaaldienst geweest en hebben de geopende zakken tegen de deur van mevrouw gegooid, omdat ze waarschijnlijk wilden laten zien dat zij geopende zakken niet willen ophalen. Nu ligt al het vuil op straat.<br />Nee
Belasting, Werk en Inkomen;Er moet deze maand NIET AUTOMATISCH Agis premie van mijn uitkering afgehaald worden!!! De Agis heeft mij al 1000den euro's gekost, 2012<wbr />/bezwaar b&w 201407392<wbr />/20420275, ik wacht op antwoord van de BURGEMEESTER...18 OKTOBER was de laatste dag...direct doorgeven aan degene die mijn uitkering behandeld.
Belasting, Werk en Inkomen;een wagen van grofvuil heeft de bumper van mevrouw Landman vanochtend beschadigd. De chauffeur van de vrachtwagen heeft geen aandacht aan mevrouw geschonken <br />Het is een smalle weg die hij te snel en te ondoordacht heeft genomen .Mevrouw stond stil en had voorrang verleend.De wagen heeft haar a.h.w gesneden.wanner de chauffeur haa'r voorrang had verleend was er geen probleem geweestde chauffeur aanspreken op zijn gedrag.<br />Omdat mevrouw hoogzwager is wil zij geen politie er bij halen en hoopt dat de chauffeur over dit incident wordt aangesproken
Belasting, Werk en Inkomen;Het niet branden van drie lantarenpalen die niet branden op de Nico Broekhuyzenweg hoek Joris van de Bergweg en op het einde van de Nico broekhuysenweg met de Bok de korverweg allemaal het het stadsdeel Geuzenveld.<br />Dat de verlichting gemaakt wordt
Parkeren;Op 20 November j.l., omstreeks 15:30 uur werd ik aangehouden op de Raadhuisstraat door de handhaving, ik vroeg wat er aan de hand was want ik heb klanten in de taxi. ik werd gevraagd om ze achterna te rijden naar de taxi staanplaats Spuistraat.<br />Daar aangekomen werd mij verteld dat ik een klant had geweigerd, ik werd razend aangezien de handhaver die dit verhaal heeft doorgegeven aan zijn collega's niet op de staanplaats aanwezig was. Wel was de taxi host aanwezig en die heeft juiste melding gemaakt van het gebeuren en dat is dat mijn accu van de telefoon leeg was en zodoende geen creditcard kon accepteren. ik had nog op de zelfde dag een oplader gekocht en heb de oplader en bon en de taxi host laten zien. en de rit kon ik niet weigeren omdat het een rit naar schiphol was eerst moeste de dames naar hun hotel en vervolgens naar schiphol. DAT IS EEN RIT VAN 70 EURO. dat weiger niemand en overigens ik heb nog nooit een rit geweigerd ook al is het een rit van een paar honderd meter.Hoorzitting met des betreffende ambtenaar, Ik snap niet waarom de handhaver niet eerst bij de taxi host is gaan informeren over wat er aan de hand was voor dat hij zijn eigen conclussie trok en ik achterna werd gezeten als een crimineel. Ik wil graag in gesprek met deze ambtenaar en de taxi host die mijn getuige is Ambtenaar handhaving werknummer: 43123 of 543123
Openbare Ruimte;Ik heb een brief ontvangen van de Citrion over verhoging van de parkeer vergunning, waar in de meeste gebieden de tarieven worden verhoogd, daarmee wil de gemeente in de vergelijkbare gebieden de vergunningstarieven gelijk trekken.<br />Ik vind dat een slecht geformuleerde uitleg.<br />Het wekt allerlei vragen op en geeft niet direct antwoord op de reden van de voorgenomen verhoging van de parkeer tarieven voor vergunninghouders. <br />Het riekt naar een indexatie, en deze uitleg vind ik makkelijker te accepteren dan de lariekoek die ons nu word voorgeschoteld. Ik ben ben echt van mening dat de gemeente iets zorgvuldiger mag omgaan als de burger geinformeerd moet worden over verhogingen. Een duidelijke uitleg is wel het minste waar ze recht op hebben.beter en duidelijkere informatie voorziening als het gaat om verhogingen.<br />Of nog beter, eerlijke informatie voorziening.
Belasting, Werk en Inkomen;Werkzaamheden Liander thv Prinsengracht 811 de werkzaamheden starten met enorm kabaal om 5.30 uurTelefonisch
Basisinformatie;overlast ivm uitbreiding en<wbr />/of vernieuwing van de speeltuin aan de tervurenpad thv de dijlehof<wbr />/denderhofin gesprek met omwonenden en speeltuin herindelen
Openbare Ruimte;Goedemorgen,<br />Hierbij wil ik een klacht indienen, over het feit dat er nooit meer straatvegers door onze straat komen (Nieuwe Prinsengracht, tussen Weesperstraat en Roeterstraat). <br />Aangezien de straat nooit meer geveegd wordt, ook niet nadat de vuilnis is opgehaald, is de straat ernstig vervuild geraakt. Er ligt veel vuilnis op straat, met name de dagen nadat het vuilnis is opgehaald. Dit vuilnis verplaats na enkele dagen tussen tussen de fietsenrekken en blijft daar dan liggen. Regelmatig liggen er dagenlang hoopjes huisvuil (door bijv. gescheurde vuilniszakken). Dit ziet er biet alleen vies uit, maar er komen ook veel dieren op af. <br />Verder liggen er erg veel bladeren op straat, waardoor de weg glad wordt. <br />Alles bij elkaar is de straat erg vies, unheimisch en stukken minder leefbaar dan voorheen. Tot 1-2 jaar geleden werd er iedere zaterdagochtend (nadat het vuilnis werd opgehaald) geveegd, waardoor de straat een stuk leefbaarder was. <br />Graag weer wekelijks vegen. Waarvoor dank!<br />Ik zou graag willen verzoeken om weer wekelijks (evt twee wekelijks) stratenvegers door de straat te laten gaan. Bij voorkeur op zaterdagochtend nadat het vuilnis is opgegaald. <br /><br />Met friendelijke groet,<br />Maarten 't Sas
Belasting, Werk en Inkomen;Meneer heeft erg veel last van de bouwwerkzaamheden tegen over zijn woning. Is van mening dat dit een gevaar voor de volksgezondheid oplevert. Stof en geluidsoverlast door hijwerkzaamheden op 10 meter van zijn woning.<br /><br />Meneer heeft op 29 mei voor het eerst gebeld met 14020. Onder tussen heeft hij een aantal keer gesproken met een bouwinspecteur (dhr Titahena), maar is er nog niemand komen kijken.<br /><br />Meneer spreekt over een onleefbare situatie. Waarom is er nog niemand komen kijken?<br /><br />Meneer heeft afgelopen vrijdag ook een klacht ingediend, maar geen correspondentienummer. Is deze klacht wel geregistreerd?Ja
Belasting, Werk en Inkomen;Ik wil graag een klacht indienen over de houding van<wbr />/behandeling door het personeel waarbij de post opgehaald dient te worden van de briefadressen verstrekt door DWI (mijn klacht betreft de locatie Elisabeth Wolffstraat 2). <br /><br />Mijn uitgebreide klacht bevindt zich in de bijlage.Medewerkers aanspreken indien zij (naar mijn mening) onacceptabel gedrag vertonen en ervoor zorgen dat dit verandert, zodat bezoekers een correcte behandeling krijgen.
Belasting, Werk en Inkomen;Dat mevr. Procee kon u geen duidelijke antwoord geven over een terugkoppeling van een klacht (melding over glas). Mevrouw wilde niet doorverwijzen naar iemand die er mischien meer duidelijkheid over had kunnen geven.Waar hij ook niet blij mee is is de afhandeling van zijn klacht deze is telefoninsch doorgegeven met klacht is afgehandeld. daarnaast wilde zij weinig info geven over het indienen van een klacht over medewerkers. Mevr. heeft hem doorverwezen naar onze site.Meneer wil dat de terugkoppel procedure van de MORA melding waarbij je telefonisch of per email gemeld wordt over hoe het err voor staat afgerond niet.  Meneer wil dat het begrijpelijk wordt.
Openbare Ruimte;Verlichting in het Oosterpark is altijd al minimaal geweest, vooral de zuidelijke kant (aan de zijde van het Oosterpark<wbr />/eerste Oosterparkstraat) echter nu de herinrichting van het Oosterpark in volle gang is en het verlichte deel aan de noordkant niet toegangelijk is is het geen prettige ervaring om 's avonds of 's ochtends door het park te rennen<wbr />/lopen etc. Je ziet er geen hand voor ogen.Om de veiligheid van de gebruikers en het gevoel van veiligheid te vergroten zou het een oplossing zijn om in ieder geval tijdelijke verlichting te plaatsen in het zuidelijk deel om het park toch leefbaar en vriendelijk te houden voor de gebruikers ('s avonds hardlopen<wbr />/sporten<wbr />/hond uitlaten<wbr />/doorsteken). Ik weet niet of er in het definitieve ontwerp verlichting aan de zuidzijde meegenomen is, maar het zou ook voor de eindfase van de herinrichting te overwegen waard zijn om het hele park goed te verlichten
Openbare Ruimte;Wij hebben op 25-3-2015 een brief van Cition ontvangen dat een bezwaarschrift op onze parkeerbelasting gegrond is verklaard en dat we de parkeerbelasting teruggestort krijgen door de Gemeentebelastingen Amsterdam. Vorige week donderdag (9-4) heb ik gebeld naar Gemeente Amsterdam en de medewerker (zijn naam heb ik niet gevraagd) vertelde dat we uiterlijk de € 57,90 dinsdag 14-4 op onze rekening hebben. Gisteren (woensdag 15-4) heb ik opnieuw gebeld en toen werd mij verteld dat de accordering dinsdag 14-4 is uitgevoerd en dat we het in de loop van deze week gestort zouden krijgen. Inmiddels heb ik op uw website gelezen dat het binnen 2 weken op onze rekening zou moeten staan, dus heb ik weer gebeld en nu werd mij verteld dat het gisteren pas geaccordeerd is en volgende week op onze rekening staat. U begrijpt dat wij dit heel vervelend vinden en zitten echt te wachten op ons geld. Als wij zelf deze rekening later hadden betaald, waren er wel kosten aan verbonden geweest.Het bedrag wat , als wij te laat hadden betaald, op onze rekening storten (NL74INGB0004507442)
